,title,year,dom_gross,for_gross,world_gross
3991,Red Planet,2000,17480890.0,15983079.0,33463969.0
3992,Arthur et les Minimoys,2007,15132763.0,98192980.0,113325743.0
3993,The Invasion,2007,15074191.0,25072851.0,40147042.0
3994,A Sound of Thunder,2005,1900451.0,4400000.0,6300451.0
3995,The Lion King,1994,421785283.0,564429585.0,986214868.0
3998,A Beautiful Mind,2001,170708996.0,146959062.0,317668058.0
4000,Red Dragon,2002,92955420.0,113500000.0,206455420.0
4001,Hidalgo,2004,67286731.0,40800000.0,108086731.0
4002,The League of Extraordinary Gentlemen,2003,66465204.0,112800000.0,179265204.0
4003,Exorcist: The Beginning,2004,41814863.0,2142678.0,43957541.0
4004,AstÃ©rix et ObÃ©lix: Au service de Sa MajestÃ©,2012,0.0,60680125.0,60680125.0
4006,Renegades,2019,0.0,1521672.0,1521672.0
4009,2 Fast 2 Furious,2003,127120058.0,109290549.0,236410607.0
4010,Children of Men,2006,35552383.0,34292628.0,69845011.0
4011,The Adventures of Rocky & Bullwinkle,2000,26000610.0,9129000.0,35129610.0
4013,Independence Day,1996,306169255.0,511231623.0,817400878.0
4014,Dr. Seussâ The Grinch,2018,270620950.0,240381476.0,511002426.0
4017,The Lost World: Jurassic Park,1997,229086679.0,389552320.0,618638999.0
4018,Ice Age: The Meltdown,2006,195330621.0,456568661.0,651899282.0
4019,Madagascar,2005,193595521.0,362964045.0,556559566.0
4021,Shark Tale,2004,161412000.0,210505043.0,371917043.0
4022,X-Men,2000,157299717.0,139572650.0,296872367.0
4023,Wanted,2008,134508551.0,207907909.0,342416460.0
4024,The Rock,1996,134069511.0,202000000.0,336069511.0
4025,50 First Dates,2004,120776832.0,75543497.0,196320329.0
4026,Hairspray,2007,118871849.0,84163723.0,203035572.0
4028,Dreamgirls,2006,103365956.0,52342739.0,155708695.0
4029,Christopher Robin,2018,99215042.0,98289716.0,197504758.0
4030,Inspector Gadget,1999,97387965.0,0.0,97387965.0
4032,The Terminal,2004,77073959.0,141600000.0,218673959.0
4033,Constantine,2005,75976178.0,145618733.0,221594911.0
4034,Monster House,2006,73661010.0,67606360.0,141267370.0
4035,Vertical Limit,2000,68473360.0,145026640.0,213500000.0
4036,Charlie Wilson's War,2007,66661095.0,52851676.0,119512771.0
4037,Life,1999,64062587.0,9459000.0,73521587.0
4038,Be Cool,2005,55849401.0,39094616.0,94944017.0
4039,Munich,2005,47379090.0,84113682.0,131492772.0
4042,Tears of the Sun,2003,43632458.0,42000000.0,85632458.0
4043,Lady in the Water,2006,42285169.0,30500000.0,72785169.0
4044,Spanglish,2004,42044321.0,12300000.0,54344321.0
4045,Bandits,2001,41523271.0,30000000.0,71523271.0
4046,Anna and the King,1999,39251128.0,0.0,39251128.0
4047,First Knight,1995,37361412.0,90000000.0,127361412.0
4049,Hostage,2005,34636443.0,43000000.0,77636443.0
4051,Hollywood Homicide,2003,30207785.0,20201968.0,50409753.0
4052,Titan A.E.,2000,22751979.0,14000000.0,36751979.0
4053,Flight of the Phoenix,2004,21009180.0,13000000.0,34009180.0
4054,Soldier,1998,14623082.0,0.0,14623082.0
4055,Virus,1999,14010690.0,16616000.0,30626690.0
4056,Monkeybone,2001,5409517.0,0.0,5409517.0
4057,PLAYMOBIL,2019,0.0,0.0,0.0
4058,355,2019,0.0,0.0,0.0
4061,Unbreakable,2000,94999143.0,153100000.0,248099143.0
4062,Talladega Nights: The Ballad of Ricky Bobby,2006,148213377.0,14657148.0,162870525.0
4064,Snake Eyes,1998,55591409.0,48300000.0,103891409.0
4065,Sphere,1998,37068294.0,13100000.0,50168294.0
4066,The Simpsons Movie,2007,183135014.0,343936008.0,527071022.0
4067,Fool's Gold,2008,70231041.0,39131925.0,109362966.0
4068,Funny People,2009,51855045.0,20025260.0,71880305.0
4069,The Kingdom,2007,47467250.0,39042352.0,86509602.0
4070,Dr. Dolittle 2,2001,112950721.0,63151000.0,176101721.0
4071,Braveheart,1995,75545647.0,133499597.0,209045244.0
4072,Jarhead,2005,62647540.0,34300000.0,96947540.0
4073,Driven,2001,32616869.0,22000000.0,54616869.0
4074,The Majestic,2001,27796042.0,9510292.0,37306334.0
4075,Two Brothers,2004,19176754.0,43000000.0,62176754.0
4076,The Village,2004,114197520.0,143444114.0,257641634.0
4077,Doctor Dolittle,1998,144156605.0,150000000.0,294156605.0
4078,Signs,2002,227969295.0,180300000.0,408269295.0
4079,Shrek 2,2004,441226247.0,495781885.0,937008132.0
4080,Cars,2006,244082982.0,217568264.0,461651246.0
4081,Alvin and the Chipmunks: The Squeakquel,2009,219614612.0,223868601.0,443483213.0
4082,Who Framed Roger Rabbit?,1988,154112492.0,197387508.0,351500000.0
4083,Runaway Bride,1999,152257509.0,157880669.0,310138178.0
4084,xXx,2002,141930000.0,125270000.0,267200000.0
4085,Oceanâs 8,2018,140218711.0,156897265.0,297115976.0
4086,Ransom,1996,136492681.0,172207319.0,308700000.0
4087,Inglourious Basterds,2009,120774594.0,196140670.0,316915264.0
4088,Hook,1991,119654823.0,181200000.0,300854823.0
4089,Die Hard 2,1990,117323878.0,122490147.0,239814025.0
4090,S.W.A.T.,2003,116877597.0,90277151.0,207154748.0
4091,Daddyâs Home 2,2017,104029443.0,71777740.0,175807183.0
4092,Sleepy Hollow,1999,101068340.0,106000000.0,207068340.0
4093,Vanilla Sky,2001,100614858.0,102111747.0,202726605.0
4097,AVP: Alien Vs. Predator,2004,80281096.0,92262423.0,172543519.0
4099,We Were Soldiers,2002,78120196.0,36538066.0,114658262.0
4102,Star Trek: Insurrection,1998,70187658.0,47612342.0,117800000.0
4103,Big Fish,2003,66432867.0,57521456.0,123954323.0
4104,Wolf,1994,65011757.0,66000000.0,131011757.0
4105,Underworld: Awakening,2012,62321039.0,98058891.0,160379930.0
4106,The Lego Ninjago Movie,2017,59281555.0,63455646.0,122737201.0
4108,The Guardian,2006,55011732.0,39961808.0,94973540.0
4109,The Abyss,1989,54243125.0,0.0,54243125.0
4110,Wall Street 2: Money Never Sleeps,2010,52474616.0,84957003.0,137431619.0
4112,Rumor Has It,2005,42996140.0,45937422.0,88933562.0
4113,The Siege,1998,40934175.0,75691623.0,116625798.0
4114,Stardust,2007,38634938.0,98387307.0,137022245.0
4116,Seven Years in Tibet,1997,37945884.0,93500000.0,131445884.0
4117,Sky Captain and the World of Tomorrow,2004,37760080.0,11970774.0,49730854.0
4118,The Brave One,2007,36793804.0,32998900.0,69792704.0
4119,I Spy,2002,33561137.0,26718685.0,60279822.0
4120,Bad Company,2002,30157016.0,39000000.0,69157016.0
4121,Doom,2005,28212337.0,30544841.0,58757178.0
4125,Hard Rain,1998,19870567.0,0.0,19870567.0
4126,Hart's War,2002,19076815.0,14000000.0,33076815.0
4127,Rollerball,2002,18990542.0,6861966.0,25852508.0
4129,Next,2007,18211013.0,55380487.0,73591500.0
4130,Ballistic: Ecks vs. Sever,2002,14294842.0,0.0,14294842.0
4131,Osmosis Jones,2001,13596911.0,0.0,13596911.0
4132,Legends of Oz: Dorothyâs Return,2014,8462347.0,11645586.0,20107933.0
4134,Basic Instinct 2,2006,5946136.0,29471026.0,35417162.0
4140,The Sum of All Fears,2002,118471320.0,75028680.0,193500000.0
4142,The Score,2001,71069884.0,42472207.0,113542091.0
4144,Money Train,1995,35324232.0,41900000.0,77224232.0
4145,Dreamcatcher,2003,33685268.0,42000000.0,75685268.0
4146,Mystery Men,1999,29762011.0,3700000.0,33462011.0
4147,The Insider,1999,28965197.0,31300000.0,60265197.0
4149,Doctor Seuss' The Lorax,2012,214030500.0,136946253.0,350976753.0
4150,Body of Lies,2008,39394666.0,79161864.0,118556530.0
4152,Last Man Standing,1996,18115927.0,0.0,18115927.0
4153,The Last Legion,2007,5932060.0,19425711.0,25357771.0
4154,Entrapment,1999,87707396.0,123992604.0,211700000.0
4155,The X Files: Fight the Future,1998,83898313.0,105278110.0,189176423.0
4157,Saving Private Ryan,1998,216335085.0,268700000.0,485035085.0
4158,What Women Want,2000,182805123.0,191300000.0,374105123.0
4160,Ice Age,2002,176387405.0,209728938.0,386116343.0
4161,Apollo 13,1995,173772767.0,162029504.0,335802271.0
4162,The Matrix,1999,171479930.0,292037453.0,463517383.0
4164,Les Miserables,2012,148809770.0,293359282.0,442169052.0
4165,The Santa Clause 2,2002,139225854.0,33600000.0,172825854.0
4167,You've Got Mail,1998,115821495.0,134978505.0,250800000.0
4169,Spy!,2015,110825712.0,121760036.0,232585748.0
4171,Step Brothers,2008,100468793.0,28000000.0,128468793.0
4172,Jumanji,1995,100458310.0,162300000.0,262758310.0
4173,The Mask of Zorro,1998,93828745.0,139871255.0,233700000.0
4174,Space Cowboys,2000,90454043.0,38420000.0,128874043.0
4175,Annie,2014,85911262.0,53918363.0,139829625.0
4176,Cliffhanger,1993,84049211.0,170950789.0,255000000.0
4177,Peteâs Dragon,2016,76233151.0,61535824.0,137768975.0
4178,Broken Arrow,1996,70645997.0,77700000.0,148345997.0
4179,World Trade Center,2006,70278893.0,93016761.0,163295654.0
4180,The Kid,2000,69688384.0,0.0,69688384.0
4181,Mona Lisa Smile,2003,63803100.0,77402069.0,141205169.0
4183,Eyes Wide Shut,1999,55691208.0,48576235.0,104267443.0
4185,Focus,2015,53862963.0,114202737.0,168065700.0
4186,Blade: Trinity,2004,52397389.0,78955776.0,131353165.0
4187,Red Dawn,2012,44806783.0,3357367.0,48164150.0
4188,We Are Marshall,2006,43545364.0,0.0,43545364.0
4189,Everest,2015,43482270.0,177814791.0,221297061.0
4191,Primary Colors,1998,39017984.0,0.0,39017984.0
4192,Fight Club,1999,37030102.0,63821603.0,100851705.0
4193,Death Race,2008,36316032.0,36200787.0,72516819.0
4194,The Long Kiss Goodnight,1996,33447612.0,0.0,33447612.0
4195,Proof of Life,2000,32598931.0,30162074.0,62761005.0
4196,Zathura,2005,28045540.0,30500000.0,58545540.0
4197,The Missing,2003,26900336.0,11353097.0,38253433.0
4198,Elektra,2005,24409722.0,32414911.0,56824633.0
4199,Astro Boy,2009,19551067.0,22085176.0,41636243.0
4201,Hudson Hawk,1991,17218916.0,0.0,17218916.0
4202,Sin City: A Dame to Kill For,2014,13757804.0,26893038.0,40650842.0
4203,Live by Night,2016,10378555.0,11395877.0,21774432.0
4204,Lucky Numbers,2000,10014234.0,0.0,10014234.0
4205,Oliver Twist,2005,2070920.0,24600000.0,26670920.0
4206,Tian jiang xiong shi,2015,74070.0,122445804.0,122519874.0
4207,Air Strike,2018,0.0,516279.0,516279.0
4208,Little Man,2006,58636047.0,43000000.0,101636047.0
4209,Random Hearts,1999,31054924.0,32145076.0,63200000.0
4210,Perfume: The Story of a Murderer,2006,2223293.0,131380170.0,133603463.0
4211,Jurassic Park,1993,395708305.0,643104279.0,1038812584.0
4212,Austin Powers in Goldmember,2002,213117789.0,83220874.0,296338663.0
4215,Wyatt Earp,1994,25052000.0,0.0,25052000.0
4216,Clear and Present Danger,1994,122012656.0,85487344.0,207500000.0
4217,U-571,2000,77086030.0,50544000.0,127630030.0
4218,The American President,1995,60022813.0,47800000.0,107822813.0
4220,The Love Guru,2008,32235793.0,7923224.0,40159017.0
4221,3000 Miles to Graceland,2001,15738632.0,2970216.0,18708848.0
4223,Blades of Glory,2007,118594548.0,27000000.0,145594548.0
4227,A Dogâs Way Home,2019,41952715.0,39196974.0,81149689.0
4228,Mei Ren Yu,2016,3229457.0,551287214.0,554516671.0
4229,Meet the Fockers,2004,279167575.0,237400000.0,516567575.0
4230,The Lego Movie,2014,257784718.0,199944670.0,457729388.0
4231,300,2007,210614939.0,243546996.0,454161935.0
4232,Wild Hogs,2007,168213584.0,85341799.0,253555383.0
4233,Marley & Me,2008,143153751.0,104658260.0,247812011.0
4234,The Green Mile,1999,136801374.0,153900000.0,290701374.0
4235,The Truman Show,1998,125618201.0,138500000.0,264118201.0
4237,The Bourne Identity,2002,121468960.0,92888411.0,214357371.0
4238,Couples Retreat,2009,109205660.0,63244763.0,172450423.0
4239,Goldeneye,1995,106429941.0,250000000.0,356429941.0
4240,The Italian Job,2003,106126012.0,70136827.0,176262839.0
4241,Daddy Day Care,2003,104148781.0,60136806.0,164285587.0
4242,The General's Daughter,1999,102705852.0,47000000.0,149705852.0
4243,The Prince of Egypt,1998,101413188.0,117200000.0,218613188.0
4244,Collateral,2004,100170152.0,117500000.0,217670152.0
4245,Cats & Dogs,2001,93375151.0,107324849.0,200700000.0
4246,Two Weeks Notice,2002,93354918.0,105688391.0,199043309.0
4247,Antz,1998,90757863.0,61700000.0,152457863.0
4248,The Scorpion King,2002,90580000.0,75310634.0,165890634.0
4250,Starsky & Hutch,2004,88200225.0,82000000.0,170200225.0
4251,Days of Thunder,1990,82670733.0,75000000.0,157670733.0
4252,Cheaper by the Dozen 2,2005,82571173.0,52444157.0,135015330.0
4255,Man on Fire,2004,77906816.0,53061763.0,130968579.0
4256,The Family Man,2000,75764085.0,48951778.0,124715863.0
4258,Any Given Sunday,1999,75530832.0,24700000.0,100230832.0
4259,The Horse Whisperer,1998,75383563.0,111500000.0,186883563.0
4260,Coraline,2009,75286229.0,50750828.0,126037057.0
4261,Ladder 49,2004,74541707.0,27791141.0,102332848.0
4262,Deep Blue Sea,1999,73648228.0,91400000.0,165048228.0
4263,Michael Jackson's This Is It,2009,72091016.0,180000000.0,252091016.0
4264,Kangaroo Jack,2003,66723216.0,24000000.0,90723216.0
4265,The Happening,2008,64506874.0,98271510.0,162778384.0
4267,Rules of Engagement,2000,61322858.0,10397073.0,71719931.0
4268,The Shaggy Dog,2006,61123569.0,26000000.0,87123569.0
4269,Jingle All the Way,1996,60592389.0,69240000.0,129832389.0
4270,Hellboy,2004,59623958.0,40200000.0,99823958.0
4273,A Civil Action,1998,56709981.0,0.0,56709981.0
4276,The Jackal,1997,54956941.0,104400000.0,159356941.0
4277,Paycheck,2003,53789313.0,45030476.0,98819789.0
4278,Up Close & Personal,1996,51045801.0,49600000.0,100645801.0
4279,The Tale of Despereaux,2008,50877145.0,39605172.0,90482317.0
4282,The Tuxedo,2002,50586000.0,53843625.0,104429625.0
4284,Under Siege 2: Dark Territory,1995,50024083.0,54300000.0,104324083.0
4285,Miss Congeniality 2: Armed and Fabulous,2005,48478006.0,52904390.0,101382396.0
4287,Alien: Resurrection,1997,47795018.0,112904982.0,160700000.0
4288,Shooter,2007,47003582.0,48534978.0,95538560.0
4289,Practical Magic,1998,46850558.0,21486439.0,68336997.0
4293,Year One,2009,43337279.0,14267444.0,57604723.0
4295,Star Trek: Nemesis,2002,43254409.0,24058417.0,67312826.0
4296,Reign of Fire,2002,43061982.0,39088201.0,82150183.0
4297,Planet 51,2009,42194060.0,66802053.0,108996113.0
4298,Duplicity,2009,40572825.0,40506741.0,81079566.0
4299,Righteous Kill,2008,40081410.0,38400000.0,78481410.0
4300,Invictus,2009,37491364.0,87022647.0,124514011.0
4301,State of Play,2009,37017955.0,51814255.0,88832210.0
4302,My Favorite Martian,1999,36850101.0,0.0,36850101.0
4303,The Sentinel,2006,36280697.0,41800000.0,78080697.0
4305,Intolerable Cruelty,2003,35327628.0,86000000.0,121327628.0
4306,The Relic,1997,33956608.0,0.0,33956608.0
4307,Mercury Rising,1998,32983332.0,0.0,32983332.0
4308,Almost Famous,2000,32522352.0,14848839.0,47371191.0
4309,Cold Pursuit,2019,32138862.0,30460297.0,62599159.0
4310,Analyze That,2002,32122249.0,22872508.0,54994757.0
4311,The Soloist,2009,31853584.0,6668866.0,38522450.0
4313,The Legend of Bagger Vance,2000,30695227.0,8540259.0,39235486.0
4314,Dragonfly,2002,30063805.0,0.0,30063805.0
4316,Garfield: A Tail of Two Kitties,2006,28426747.0,119558626.0,147985373.0
4317,XXX: State of the Union,2005,26873932.0,44200000.0,71073932.0
4318,Event Horizon,1997,26673242.0,0.0,26673242.0
4319,Sinbad: Legend of the Seven Seas,2003,26483452.0,54284432.0,80767884.0
4320,Dark Water,2005,25473093.0,24000000.0,49473093.0
4322,The Black Dahlia,2006,22672813.0,26565712.0,49238525.0
4323,EDtv,1999,22508689.0,12811000.0,35319689.0
4324,The Spirit,2008,19806188.0,19200000.0,39006188.0
4325,The Last Castle,2001,18208078.0,2333590.0,20541668.0
4326,Inkheart,2009,17303424.0,49352514.0,66655938.0
4327,Supernova,2000,14218868.0,597626.0,14816494.0
4328,Flyboys,2006,13090630.0,1725749.0,14816379.0
4329,Winterâs Tale,2014,12600231.0,16974802.0,29575033.0
4330,Holy Man,1998,12069719.0,0.0,12069719.0
4331,Meet Dave,2008,11803254.0,38845552.0,50648806.0
4332,The Great Raid,2005,10166502.0,430568.0,10597070.0
4335,In the Name of the King: A Dungeon Siege Tale,2008,4775656.0,8457564.0,13233220.0
4336,Beyond Borders,2003,4426297.0,7000793.0,11427090.0
4337,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,2016,709982.0,193348521.0,194058503.0
4338,The Ridiculous 6,2015,0.0,0.0,0.0
4339,Midway,2019,0.0,0.0,0.0
4341,The Kid Who Would Be King,2019,16790790.0,11557656.0,28348446.0
4345,Rambo III,1988,53715611.0,135000000.0,188715611.0
4346,Sabrina,1995,53458319.0,33641681.0,87100000.0
4348,Just Like Heaven,2005,48318130.0,52368953.0,100687083.0
4350,The Flintstones in Viva Rock Vegas,2000,35231365.0,24200000.0,59431365.0
4351,Leatherheads,2008,31373938.0,9974690.0,41348628.0
4353,Did You Hear About the Morgans?,2009,29580087.0,50900479.0,80480566.0
4354,"Che, Part 1: The Argentine",2008,1802521.0,29824849.0,31627370.0
4355,Sex and the City,2008,152647258.0,262600000.0,415247258.0
4358,Devil's Advocate,1997,61007424.0,92000000.0,153007424.0
4360,Dragonheart,1996,51364680.0,53000000.0,104364680.0
4361,After the Sunset,2004,28328132.0,10000982.0,38329114.0
4362,Captain Corelli's Mandolin,2001,25528495.0,36569000.0,62097495.0
4364,Anger Management,2003,135560942.0,60100000.0,195660942.0
4365,The Pacifier,2005,113006880.0,85000000.0,198006880.0
4366,Walking Tall,2004,46213824.0,1100000.0,47313824.0
4367,Zhuo yao ji,2016,32766.0,359462825.0,359495591.0
4368,Forrest Gump,1994,330151138.0,349699499.0,679850637.0
4369,Alvin and the Chipmunks,2007,217326974.0,145278059.0,362605033.0
4371,Hitch,2005,177784257.0,189000000.0,366784257.0
4372,Meet the Parents,2000,166225040.0,164200000.0,330425040.0
4373,The Pursuit of Happyness,2006,162586036.0,144725057.0,307311093.0
4374,Pocahontas,1995,141579773.0,205520227.0,347100000.0
4375,Superman,1978,134218018.0,165981982.0,300200000.0
4376,The Nutty Professor,1996,128814019.0,145000000.0,273814019.0
4379,George Of The Jungle,1997,105263257.0,69200000.0,174463257.0
4380,American Wedding,2003,104354205.0,22070910.0,126425115.0
4381,Murder on the Orient Express,2017,102826543.0,243096187.0,345922730.0
4384,Casper,1995,100328194.0,181971806.0,282300000.0
4386,Maid in Manhattan,2002,93932896.0,69905321.0,163838217.0
4387,Crimson Tide,1995,91387195.0,68000000.0,159387195.0
4388,Flightplan,2005,89706988.0,124685916.0,214392904.0
4389,Disclosure,1994,83015089.0,129184911.0,212200000.0
4390,City of Angels,1998,78750909.0,120000000.0,198750909.0
4392,R.V.,2006,71724497.0,15748527.0,87473024.0
4393,Stargate,1994,71565669.0,125000000.0,196565669.0
4394,Kill Bill: Volume 1,2003,70098138.0,106371290.0,176469428.0
4395,Mr. Poppers's Penguins,2011,68224452.0,121400000.0,189624452.0
4396,Bowfinger,1999,66458769.0,32241000.0,98699769.0
4397,Kill Bill: Volume 2,2004,66207920.0,87328062.0,153535982.0
4398,Tango & Cash,1989,63408614.0,0.0,63408614.0
4399,Death Becomes Her,1992,58422650.0,90600000.0,149022650.0
4400,Shanghai Noon,2000,56932305.0,14257530.0,71189835.0
4401,Executive Decision,1996,56679192.0,65400000.0,122079192.0
4403,Alien 3,1992,54927174.0,103572826.0,158500000.0
4404,The Forbidden Kingdom,2008,52075270.0,77000000.0,129075270.0
4405,The Phantom of the Opera,2004,51225796.0,102544256.0,153770052.0
4407,Evita,1996,50047179.0,101900000.0,151947179.0
4409,Ronin,1998,41610884.0,29081217.0,70692101.0
4411,The Ghost and the Darkness,1996,38564422.0,0.0,38564422.0
4412,Changeling,2008,35739802.0,78065778.0,113805580.0
4414,The Hunted,2003,34234008.0,12979087.0,47213095.0
4415,Instinct,1999,34105207.0,0.0,34105207.0
4416,Stuck On You,2003,33832741.0,29704423.0,63537164.0
4417,Semi-Pro,2008,33479698.0,10500665.0,43980363.0
4418,Annihilation,2018,32732301.0,10338614.0,43070915.0
4421,Aeon Flux,2005,25857987.0,28055586.0,53913573.0
4422,Chain Reaction,1996,21226204.0,38983130.0,60209334.0
4423,The Fan,1996,18582965.0,0.0,18582965.0
4424,Elizabeth: The Golden Age,2007,16285240.0,58585626.0,74870866.0
4425,Imagine That,2009,16222392.0,6215752.0,22438144.0
4426,Gods and Generals,2003,12882934.0,41002.0,12923936.0
4427,Turbulence,1997,11532774.0,0.0,11532774.0
4429,All the King's Men,2006,7221458.0,2300000.0,9521458.0
4430,Thunderbirds,2004,6768055.0,21463389.0,28231444.0
4431,Un long dimanche de fianÃ§ailles,2004,6167817.0,63591479.0,69759296.0
4432,Lucky You,2007,5755286.0,766543.0,6521829.0
4433,Lolita,1998,1147784.0,0.0,1147784.0
4434,Eye See You,2002,79161.0,1728829.0,1807990.0
4435,Superman II,1981,108185706.0,0.0,108185706.0
4436,Blade 2,2002,81676888.0,72661713.0,154338601.0
4437,"You, Me and Dupree",2006,75802010.0,54600000.0,130402010.0
4438,Seven Pounds,2008,69951824.0,96665504.0,166617328.0
4439,The Godfather: Part III,1990,66520529.0,0.0,66520529.0
4440,Elizabethtown,2005,26850426.0,23868947.0,50719373.0
4441,Gigli,2003,6087542.0,1038460.0,7126002.0
4442,Shaft,2000,70327868.0,36862240.0,107190108.0
4443,The Dukes of Hazzard,2005,80270227.0,29578234.0,109848461.0
4444,Law Abiding Citizen,2009,73357727.0,57802054.0,131159781.0
4446,Anastasia,1997,58403409.0,81397687.0,139801096.0
4447,Moulin Rouge,2001,57386369.0,121814219.0,179200588.0
4448,Domestic Disturbance,2001,45207112.0,9000000.0,54207112.0
4449,Flags of Our Fathers,2006,33602376.0,30055565.0,63657941.0
4450,Grindhouse,2007,25031037.0,25156752.0,50187789.0
4451,Beloved,1998,22852487.0,0.0,22852487.0
4453,Catch Me if You Can,2002,164606800.0,191005491.0,355612291.0
4454,Mamma Mia!,2008,144130063.0,471618709.0,615748772.0
4455,The Break-Up,2006,118703275.0,87024032.0,205727307.0
4457,Casino,1995,42438300.0,67961700.0,110400000.0
4459,The Thin Red Line,1998,36400491.0,61308543.0,97709034.0
4460,Man on the Moon,1999,34580635.0,12827000.0,47407635.0
4461,From Paris With Love,2010,24077427.0,29061741.0,53139168.0
4462,Bulletproof Monk,2003,23010607.0,0.0,23010607.0
4463,"Me, Myself & Irene",2000,90570999.0,58700000.0,149270999.0
4464,Barnyard: The Original Party Animals,2006,72779000.0,45804844.0,118583844.0
4466,Deck the Halls,2006,35093569.0,11722238.0,46815807.0
4468,The Twilight Saga: New Moon,2009,296623634.0,390934093.0,687557727.0
4469,Shrek,2001,267655011.0,224157783.0,491812794.0
4472,Robin Hood: Prince of Thieves,1991,165493908.0,225006092.0,390500000.0
4473,Jerry Maguire,1996,153952592.0,120047408.0,274000000.0
4474,Daddyâs Home,2015,150357137.0,92400000.0,242757137.0
4475,As Good as it Gets,1997,148478011.0,165633912.0,314111923.0
4476,Patch Adams,1998,135014968.0,67158032.0,202173000.0
4480,Mr. Deeds,2002,126293452.0,44976083.0,171269535.0
4481,Erin Brockovich,2000,125548685.0,132256558.0,257805243.0
4484,How to Lose a Guy in 10 Days,2003,105807520.0,73083262.0,178890782.0
4485,Interview with the Vampire: The Vampire Chronicles,1994,105264608.0,118300000.0,223564608.0
4487,Yes Man,2008,97690976.0,128300000.0,225990976.0
4489,Stepmom,1998,91137662.0,68607617.0,159745279.0
4490,Disney Planes,2013,90282580.0,147776989.0,238059569.0
4491,Failure to Launch,2006,88715192.0,39687709.0,128402901.0
4492,Inside Man,2006,88634237.0,97164028.0,185798265.0
4494,"Crazy, Stupid, Love",2011,84351197.0,62791131.0,147142328.0
4496,Payback,1999,81526121.0,80100000.0,161626121.0
4497,Congo,1995,81022333.0,71000000.0,152022333.0
4498,Knowing,2009,79957634.0,106492683.0,186450317.0
4499,The Ring Two,2005,75941727.0,86000000.0,161941727.0
4502,Garfield: The Movie,2004,75367693.0,132726857.0,208094550.0
4503,Christmas with the Kranks,2004,73701902.0,22767285.0,96469187.0
4504,V for Vendetta,2006,70511035.0,59703127.0,130214162.0
4505,Outbreak,1995,67823573.0,122200000.0,190023573.0
4506,Race to Witch Mountain,2009,67172595.0,37931189.0,105103784.0
4507,The Forgotten,2004,66711892.0,50500000.0,117211892.0
4508,Herbie: Fully Loaded,2005,66010682.0,78100000.0,144110682.0
4509,Shanghai Knights,2003,60470220.0,27846615.0,88316835.0
4510,Planes: Fire and Rescue,2014,59157732.0,97241912.0,156399644.0
4511,Curious George,2006,58640119.0,12412485.0,71052604.0
4513,Hansel & Gretel: Witch Hunters,2013,55703475.0,159246241.0,214949716.0
4514,I am Number Four,2011,55100437.0,91094722.0,146195159.0
4515,Donât Say a Word,2001,54997476.0,49490907.0,104488383.0
4517,Unfaithful,2002,52752475.0,66362019.0,119114494.0
4519,Syriana,2005,50824620.0,41866339.0,92690959.0
4520,Resident Evil: Apocalypse,2004,50740078.0,74428656.0,125168734.0
4521,The Book of Life,2014,50151543.0,47500000.0,97651543.0
4522,Absolute Power,1997,50068310.0,0.0,50068310.0
4523,Firewall,2006,48751189.0,34000000.0,82751189.0
4524,The Game,1997,48265581.0,32104389.0,80369970.0
4525,G.I. Jane,1997,48169156.0,0.0,48169156.0
4526,Into the Storm,2014,47602194.0,102827177.0,150429371.0
4528,Silent Hill,2006,46982632.0,47721595.0,94704227.0
4529,The Replacements,2000,44737059.0,5317452.0,50054511.0
4530,The Negotiator,1998,44705766.0,4400000.0,49105766.0
4532,Beverly Hills Cop III,1994,42586861.0,76594077.0,119180938.0
4533,Gremlins 2: The New Batch,1990,41476097.0,0.0,41476097.0
4534,The Peacemaker,1997,41263140.0,21704228.0,62967368.0
4535,Out of Time,2003,41083108.0,14406718.0,55489826.0
4536,Bridget Jones: The Edge Of Reason,2004,40203020.0,223691531.0,263894551.0
4537,The Beach,2000,39778599.0,0.0,39778599.0
4538,The Adventures of Sharkboy and Lavagirl in 3-D,2005,39177684.0,30248282.0,69425966.0
4539,On Deadly Ground,1994,38590458.0,0.0,38590458.0
4540,Ninja Assassin,2009,38122883.0,24087009.0,62209892.0
4541,Raising Helen,2004,37485528.0,12443152.0,49928680.0
4543,For Love of the Game,1999,35188640.0,10924000.0,46112640.0
4544,Jack Frost,1998,34645374.0,0.0,34645374.0
4546,Striptease,1996,33109743.0,80200000.0,113309743.0
4548,Murder by Numbers,2002,31874869.0,24768398.0,56643267.0
4549,Assassins,1995,30306268.0,53000000.0,83306268.0
4551,Defiance,2009,28644813.0,24342941.0,52987754.0
4552,Hannibal Rising,2007,27669725.0,52913586.0,80583311.0
4553,The Story of Us,1999,27100030.0,0.0,27100030.0
4554,The Host,2013,26623701.0,37853350.0,64477051.0
4555,Basic,2003,26599248.0,15999250.0,42598498.0
4557,Blood Work,2002,26199517.0,0.0,26199517.0
4558,The International,2009,25450527.0,28400000.0,53850527.0
4559,Escape from L.A.,1996,25426861.0,0.0,25426861.0
4560,Twisted,2004,25195050.0,14924798.0,40119848.0
4561,The Life Aquatic with Steve Zissou,2004,24006726.0,10800000.0,34806726.0
4562,The Iron Giant,1999,23159305.0,8174612.0,31333917.0
4568,Gamer,2009,20534907.0,21467122.0,42002029.0
